,Plasma cells,Classical monocytes,Alveolar fibroblasts,AT1,B cells,Monocyte-derived Mph,CD8 T cells,Pericytes,CD4 T cells,EC general capillary,AT2,Alveolar macrophages,Peribronchial fibroblasts,EC aerocyte capillary,Mast cells,Myofibroblasts
IL18,0.0,0.0004299006250221282,0.0,0.0,0.0,0.0004299006541259587,0.0,0.0,0.0,0.0004299006250221282,0.0004299006250221282,0.0004299006250221282,0.0,0.0,0.0,0.0004299006250221282
TGFB1I1,0.0,0.0,0.00043363176519051194,0.0,0.0,0.00043363176519051194,0.0,0.00043363176519051194,0.0,0.00043363176519051194,0.00043363176519051194,0.0,0.00043363176519051194,0.0,0.00043363176519051194,0.00043363176519051194
PIAS4,0.0,0.0,0.0004387599474284798,0.0,0.0,0.0004387599474284798,0.0,0.0004387599474284798,0.0004387599474284798,0.0,0.0004387599474284798,0.0004387599474284798,0.0,0.0,0.0,0.0
ABI3,0.0,0.0,0.00043934633140452206,0.00043934633140452206,0.0,0.00043934633140452206,0.0,0.00043934633140452206,0.00043934633140452206,0.00043934633140452206,0.0,0.00043934633140452206,0.0,0.00043934633140452206,0.0,0.0
ICAM3,0.00044226759928278625,0.00044226759928278625,0.00044226759928278625,0.0,0.00044226759928278625,0.00044226759928278625,0.00044226759928278625,0.0,0.0004422675119712949,0.0,0.00044226759928278625,0.0,0.0,0.0,0.00044226759928278625,0.0
PLAU,0.0,0.0,0.00044343178160488605,0.00044343178160488605,0.0,0.00044343163608573377,0.0,0.00044343178160488605,0.0,0.00044343178160488605,0.00044343178160488605,0.00044343178160488605,0.00044343178160488605,0.0,0.00044343178160488605,0.0
ANGPT1,0.0,0.0,0.0004474128654692322,0.0,0.0,0.0,0.0,0.0004474128072615713,0.0,0.0,0.0,0.0004474128072615713,0.0004474128072615713,0.0004474128072615713,0.0,0.0004474128072615713
TRIM28,0.0,0.0,0.00044900234206579626,0.0,0.0,0.00044900234206579626,0.0,0.0,0.00044900234206579626,0.0,0.00044900234206579626,0.00044900234206579626,0.0,0.0,0.00044900234206579626,0.0
RABGGTA,0.00045533827506005764,0.0,0.0,0.0,0.0,0.00045533827506005764,0.0,0.00045533827506005764,0.00045533827506005764,0.00045533827506005764,0.00045533827506005764,0.0,0.0,0.0,0.0,0.0
ITGA2,0.0004557626380119473,0.0,0.0004557626380119473,0.0,0.0,0.0,0.0,0.0,0.0004557626380119473,0.0004557626380119473,0.0004557626380119473,0.0004557626380119473,0.0004557626380119473,0.0004557626380119473,0.0,0.0004557626380119473
GDF15,0.0,0.0,0.00045596915879286826,0.00045596915879286826,0.0,0.00045596915879286826,0.0,0.0,0.0,0.0,0.00045596910058520734,0.0,0.0,0.0,0.0,0.00045596915879286826
SEMA3F,0.0,0.0,0.0,0.00046165857929736376,0.0,0.0,0.0,0.0,0.0,0.00046165857929736376,0.00046165857929736376,0.0,0.0,0.00046165857929736376,0.0,0.0
HK3,0.0,0.00046315317740663886,0.0,0.0004631531483028084,0.0,0.00046315317740663886,0.0004631531483028084,0.0004631531483028084,0.0004631531483028084,0.0004631531483028084,0.0004631531483028084,0.00046315317740663886,0.0004631531483028084,0.0004631531483028084,0.0,0.0
PDZD2,0.0,0.0,0.0004723389574792236,0.0,0.0,0.0004723389574792236,0.0,0.0004723389574792236,0.0,0.0004723389574792236,0.0004723389574792236,0.0004723389574792236,0.0,0.0004723389574792236,0.0,0.0
CCL5,0.0,0.0,0.0004784504708368331,0.0,0.0004784504708368331,0.0004784504708368331,0.00047845052904449403,0.0004784504708368331,0.0004784504999406636,0.0004784504708368331,0.0004784504708368331,0.0004784504708368331,0.0,0.0,0.0,0.0
PPM1D,0.0,0.0,0.0,0.0,0.0,0.00047912588343024254,0.0,0.00047912588343024254,0.00047912588343024254,0.00047912588343024254,0.00047912588343024254,0.00047912588343024254,0.0,0.0,0.0,0.0
UBTD1,0.0,0.0,0.0,0.00048027068260125816,0.0,0.00048027068260125816,0.0,0.00048027068260125816,0.0,0.00048027068260125816,0.00048027068260125816,0.00048027068260125816,0.0,0.00048027068260125816,0.0,0.0
TACC3,0.0,0.00048075689119286835,0.00048075689119286835,0.0,0.0,0.00048075689119286835,0.00048075689119286835,0.0,0.00048075689119286835,0.0,0.00048075689119286835,0.00048075689119286835,0.0,0.0,0.0,0.0
MVK,0.0,0.0,0.0004942770465277135,0.0,0.0,0.0004942770465277135,0.0,0.0,0.0,0.0,0.0004942770465277135,0.0004942770465277135,0.0,0.0,0.0,0.0004942770465277135
SOX5,0.0,0.0,0.0004979772493243217,0.0004979772493243217,0.0,0.0004979772493243217,0.0,0.0004979772493243217,0.0,0.0,0.0004979772493243217,0.0004979772493243217,0.0,0.0,0.0,0.0004979772493243217
SFN,0.0,0.0,0.0,0.0005207996000535786,0.0,0.0,0.0,0.0,0.0,0.0,0.0005207996582612395,0.0,0.0,0.0,0.0,0.0
IGF1,0.0,0.0,0.0005232621333561838,0.0,0.0,0.0005232621333561838,0.0,0.0,0.0,0.0,0.0005232621333561838,0.0005232621333561838,0.0005232621333561838,0.0,0.0,0.0005232621333561838
STK32C,0.0,0.0,0.000544027250725776,0.0,0.0,0.000544027250725776,0.0,0.000544027250725776,0.000544027250725776,0.000544027250725776,0.000544027250725776,0.0,0.0,0.0,0.0,0.0
CDKN2D,0.0,0.0005452238256111741,0.0005452238256111741,0.0005452238256111741,0.0005452238256111741,0.0005452238256111741,0.0005452238256111741,0.0005452238256111741,0.0005452237674035132,0.0,0.0,0.0005452238256111741,0.0,0.0,0.0005452238256111741,0.0
CCL2,0.0,0.0,0.0005497155361808836,0.0,0.0,0.0005497155361808836,0.0005497155361808836,0.0,0.0,0.0005497155361808836,0.0005497155361808836,0.0005497155361808836,0.0005497155361808836,0.0005497155361808836,0.0,0.0
GEM,0.0,0.0,0.0005509300972335041,0.0005509300972335041,0.0,0.0,0.0005509300972335041,0.0005509300972335041,0.0,0.0,0.0005509300972335041,0.0005509300972335041,0.0005509300972335041,0.0,0.0,0.0005509300972335041
FGF7,0.0,0.0,0.0005611413507722318,0.0,0.0005611412925645709,0.0005611412925645709,0.0,0.0,0.0,0.0,0.0005611412925645709,0.0005611412925645709,0.0005611412925645709,0.0,0.0,0.0005611412925645709
CRYAB,0.0005617649876512587,0.0,0.0005617649876512587,0.0005617649876512587,0.0,0.0005617649876512587,0.0,0.0005617649876512587,0.0005617649876512587,0.0,0.0005617649876512587,0.0005617649876512587,0.0005617649876512587,0.0005617649876512587,0.0,0.0005617649876512587
CYP1B1,0.0,0.0005916749942116439,0.0005916749942116439,0.0,0.0,0.0005916749942116439,0.0,0.0,0.0,0.0,0.0005916749942116439,0.0,0.0,0.0,0.0,0.0
HGF,0.0,0.0,0.0005923917633481324,0.0,0.0,0.0005923917633481324,0.0,0.0005923917633481324,0.0,0.0005923917633481324,0.0,0.0,0.0,0.0,0.0,0.0
PTGER2,0.0,0.0005952033097855747,0.0005952033097855747,0.0,0.0,0.0005952033097855747,0.0005952033097855747,0.0005952033097855747,0.0005952033097855747,0.0,0.0,0.0005952033097855747,0.0,0.0,0.0,0.0
CDKN2AIP,0.0006009202334098518,0.0,0.0006009202334098518,0.0,0.0,0.0006009202334098518,0.0,0.0,0.0006009202334098518,0.0,0.0006009202334098518,0.0006009202334098518,0.0,0.0,0.0,0.0
ANGPTL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006172471330501139,0.0006172471330501139,0.0006172471330501139,0.0,0.0,0.0006172471330501139
CDK18,0.0,0.0,0.0006226144614629447,0.0,0.0,0.0006226144614629447,0.0,0.0006226144614629447,0.0006226144614629447,0.0,0.0,0.0006226144614629447,0.0,0.0,0.0,0.0
IGFBP6,0.0,0.0,0.0006226261612027884,0.0006226261612027884,0.0,0.0,0.0,0.0,0.0006226261612027884,0.0,0.0006226261029951274,0.0,0.0006226261612027884,0.0,0.0,0.0
SORBS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006245666882023215,0.0,0.0006245666882023215,0.0006245666882023215,0.0006245666882023215,0.0,0.0,0.0,0.0
ADCK5,0.0,0.0,0.0,0.0,0.0,0.000636087148450315,0.0,0.000636087148450315,0.000636087148450315,0.0,0.000636087148450315,0.0,0.0,0.0,0.0,0.0
KITLG,0.0,0.0,0.0006360918050631881,0.0006360918050631881,0.0,0.0006360918050631881,0.0,0.0,0.0,0.0,0.0006360918050631881,0.0,0.0,0.0006360918050631881,0.0,0.0006360918050631881
PLAT,0.0,0.0,0.0006393504445441067,0.0,0.0,0.0,0.0,0.0006393504445441067,0.0006393504445441067,0.0,0.0,0.0,0.0,0.0006393504445441067,0.0006393504445441067,0.0
FBXO31,0.0,0.0,0.0,0.0,0.0,0.0006446996121667325,0.0,0.0,0.0006446996121667325,0.0,0.0006446996121667325,0.0,0.0,0.0006446996121667325,0.0,0.0006446996121667325
EHF,0.0,0.0,0.0,0.0,0.0,0.0006451199878938496,0.0,0.0,0.0,0.0006451199878938496,0.0006451199878938496,0.0006451199878938496,0.0,0.0,0.0,0.0
ANG,0.0,0.0,0.0006591493729501963,0.0,0.0,0.0006591493729501963,0.0,0.0,0.0,0.0,0.0006591493729501963,0.0,0.0,0.0006591493729501963,0.0,0.0
BMP2,0.0,0.0,0.0006617700564675033,0.0,0.0,0.0,0.0,0.0006617700564675033,0.0,0.0,0.0006617700564675033,0.0,0.0,0.0,0.0,0.0
CXCL3,0.0,0.0,0.0,0.0,0.0,0.000665290339384228,0.0,0.0,0.0,0.0,0.000665290339384228,0.000665290339384228,0.0,0.0,0.0,0.0
MATK,0.0,0.0,0.0,0.0,0.0,0.0006653063464909792,0.0006653063464909792,0.0,0.0006653063464909792,0.0006653063464909792,0.0,0.0006653063464909792,0.0,0.0006653063464909792,0.0006653063464909792,0.0
WNT2,0.0,0.0,0.0006688671419396996,0.0,0.0,0.0,0.0,0.0006688672001473606,0.0,0.0,0.0006688672001473606,0.0,0.0006688672001473606,0.0,0.0,0.0
PDIK1L,0.0006802151910960674,0.0006802151910960674,0.0006802151910960674,0.0006802151910960674,0.0,0.0006802151910960674,0.0006802151910960674,0.0006802151910960674,0.0,0.0006802151910960674,0.0006802151910960674,0.0,0.0,0.0,0.0,0.0
CDKN1C,0.0,0.0,0.0006802306161262095,0.0,0.0,0.0006802306161262095,0.0,0.0,0.0,0.0006802306161262095,0.0006802306161262095,0.0,0.0,0.0,0.0,0.0006802306161262095
EDN1,0.0,0.0,0.000680699769873172,0.0,0.0,0.000680699769873172,0.0,0.000680699769873172,0.000680699769873172,0.000680699769873172,0.000680699769873172,0.0,0.0,0.0,0.0,0.0
TLR3,0.0,0.0,0.0007193709607236087,0.0007193709607236087,0.0,0.0007193709607236087,0.0,0.0,0.0,0.0007193709607236087,0.0007193709607236087,0.0,0.0,0.0007193709607236087,0.0,0.0
CDKN2B,0.0,0.0,0.0,0.0007277574623003602,0.0,0.0007277574623003602,0.0,0.0,0.0,0.0,0.0007277574623003602,0.0007277574623003602,0.0,0.0,0.0,0.0
MAPK12,0.0,0.0,0.0007484740926884115,0.0,0.0,0.0007484740926884115,0.0,0.0007484740926884115,0.0007484740926884115,0.0007484740926884115,0.0007484740926884115,0.0,0.0,0.0007484740926884115,0.0007484740926884115,0.0
CDK6,0.0,0.0,0.0,0.0,0.0,0.0007644803845323622,0.0007644803845323622,0.0007644803845323622,0.0,0.0007644803845323622,0.0007644803845323622,0.0,0.0,0.0,0.0,0.0
IRF5,0.0,0.000769763661082834,0.0,0.0,0.0,0.000769763661082834,0.0,0.0,0.0,0.000769763661082834,0.000769763661082834,0.000769763661082834,0.0,0.0,0.0,0.0
ALDH1A3,0.0007861090125516057,0.0,0.0007861090125516057,0.0007861090125516057,0.0,0.0007861090125516057,0.0,0.0007861090125516057,0.0007861090125516057,0.0,0.0007861090125516057,0.0,0.0007861090707592666,0.0,0.0,0.0
TSPYL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007923291414044797,0.0007923291414044797,0.0007923291414044797,0.0,0.0,0.0,0.0,0.0
PAPPA,0.0,0.0,0.0008339713676832616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008339713676832616,0.0,0.0,0.0,0.0
ING1,0.0008459554519504309,0.0,0.0,0.0,0.0,0.0008459554519504309,0.0,0.0,0.0008459554519504309,0.0,0.0008459554519504309,0.0008459554519504309,0.0,0.0008459554519504309,0.0,0.0
VEGFC,0.0,0.0,0.0008597992709837854,0.0,0.0,0.0,0.0,0.0,0.0008597992709837854,0.0008597992709837854,0.0,0.0,0.0,0.0,0.0,0.0
NDN,0.0,0.0,0.000864235800690949,0.000864235800690949,0.0,0.0,0.0,0.0008642358588986099,0.0,0.0,0.000864235800690949,0.0,0.000864235800690949,0.0,0.0,0.0
IGFBP3,0.0,0.0,0.0008817866910248995,0.0,0.0,0.0,0.0008817866910248995,0.0,0.0008817866910248995,0.0008817866910248995,0.0008817866910248995,0.0,0.0008817866910248995,0.0,0.0,0.0
CCL4,0.0,0.0,0.000943363644182682,0.0,0.0,0.000943363644182682,0.0,0.0,0.0,0.0,0.0,0.000943363644182682,0.0,0.0,0.0,0.0
EREG,0.0,0.0009910289663821459,0.0,0.0009910289663821459,0.0,0.0,0.0,0.0,0.0,0.0,0.0009910289663821459,0.0009910289663821459,0.0,0.0,0.0,0.0
FGF2,0.0,0.0,0.0,0.0,0.001004974590614438,0.0,0.0,0.0,0.0,0.0,0.001004974590614438,0.0,0.0,0.0,0.0,0.001004974590614438
SPP1,0.0,0.0,0.0011285761138424277,0.0011285761138424277,0.0,0.0011285763466730714,0.0,0.0,0.0,0.0,0.0,0.0011285761138424277,0.0,0.0,0.0011285761138424277,0.0
HSPA2,0.0,0.0,0.0011388832936063409,0.0011388832936063409,0.0,0.0,0.0,0.0011388832936063409,0.0,0.0,0.0011388832936063409,0.0011388832936063409,0.0,0.0,0.0,0.0
BMP6,0.0011415176559239626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011415176559239626,0.0011415176559239626,0.0011415176559239626,0.0011415176559239626,0.0,0.0,0.0,0.0
CCL13,0.0,0.0,0.0,0.0,0.0,0.0011427755234763026,0.0,0.0,0.0,0.0,0.0011427754070609808,0.0011427754070609808,0.0,0.0,0.0,0.0
TNFRSF10C,0.0,0.0011586466571316123,0.0,0.0011586466571316123,0.0,0.0,0.0,0.0011586466571316123,0.0011586466571316123,0.0,0.0011586466571316123,0.0,0.0,0.0,0.0,0.0
IL6,0.0,0.0,0.0,0.0,0.0,0.001161382533609867,0.0,0.001161382533609867,0.0,0.0,0.0,0.0,0.001161382533609867,0.0,0.0,0.0
MAP2K6,0.0,0.0,0.0,0.0,0.0,0.0,0.00116273807361722,0.0,0.00116273807361722,0.0,0.00116273807361722,0.0,0.0,0.0,0.0,0.0
IGSF3,0.0,0.0,0.001169490860775113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001169490860775113,0.0,0.0,0.0,0.0,0.0
IL15,0.0,0.0,0.0,0.0,0.0,0.0011946740560233593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL7,0.0,0.0,0.0,0.0,0.0,0.0012483387254178524,0.0,0.0,0.0,0.0,0.0012483387254178524,0.0,0.0,0.0,0.0,0.0
CBX8,0.0,0.0,0.0,0.0,0.0,0.0012902147136628628,0.0,0.0,0.0012902147136628628,0.0,0.0012902147136628628,0.0,0.0,0.0,0.0,0.0
CXCL14,0.0012969367671757936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012969367671757936,0.0012969367671757936,0.0,0.0,0.0,0.0012969367671757936
SERPINE2,0.001296938513405621,0.0,0.001296938513405621,0.0,0.0,0.0,0.0,0.0,0.001296938513405621,0.0,0.001296938513405621,0.0,0.0,0.0,0.0,0.0
E2F1,0.0,0.0,0.001345789642073214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001345789642073214,0.001345789642073214,0.0,0.0,0.0,0.0
CXCL1,0.0,0.0,0.0013811446260660887,0.0,0.0,0.0013811446260660887,0.0,0.0,0.0,0.0,0.0013811446260660887,0.0,0.0,0.0,0.0,0.0
PTTG1,0.0013887706445530057,0.0,0.0,0.0,0.0,0.0013887706445530057,0.0013887706445530057,0.0,0.0013887706445530057,0.0,0.0,0.0013887706445530057,0.0,0.0,0.0,0.0
NRG1,0.0,0.0,0.0015173314604908228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015173314604908228,0.0,0.0,0.0,0.0,0.0015173314604908228
CCL24,0.0,0.0,0.0,0.0,0.0,0.0017635872354730964,0.0,0.0,0.0,0.0,0.0017635872354730964,0.0017635872354730964,0.0,0.0,0.0,0.0
EOMES,0.0,0.0,0.0,0.0,0.0,0.0,0.0018148466479033232,0.0,0.0018148466479033232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL8,0.0,0.0,0.0,0.0,0.0,0.0018938429420813918,0.0,0.0,0.0018938429420813918,0.0,0.0018938429420813918,0.0,0.0,0.0,0.0018938429420813918,0.0
NMUR1,0.0,0.0,0.0019083580700680614,0.0,0.0,0.0,0.0,0.0,0.0019083580700680614,0.0019083580700680614,0.0,0.0,0.0,0.0,0.0,0.0
PTGDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0019120174692943692,0.0,0.0019120174692943692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL10,0.0,0.0,0.0,0.0,0.0,0.0019266606541350484,0.0,0.0,0.0,0.0,0.0019266606541350484,0.0,0.0,0.0,0.0,0.0
PGF,0.0,0.0,0.0,0.0,0.0,0.0,0.002024176763370633,0.002024176763370633,0.0,0.0,0.0,0.0,0.002024176763370633,0.0,0.0,0.0
TFAP4,0.0,0.0,0.0,0.0,0.0,0.002091884845867753,0.002091884845867753,0.0,0.0,0.002091884845867753,0.0,0.0,0.0,0.002091884845867753,0.0,0.0
EIF2S2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022828474175184965,0.0022828474175184965,0.0,0.0,0.0,0.0
CXCR2,0.0,0.002427053637802601,0.0,0.0,0.0,0.0,0.0,0.002427053637802601,0.002427053637802601,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,0.0,0.0,0.0,0.0,0.0,0.0024750821758061647,0.0,0.0,0.0024750821758061647,0.0,0.0,0.0024750821758061647,0.0,0.0,0.0,0.0
NCR1,0.0,0.0,0.0,0.0,0.0,0.0,0.002583938417956233,0.0,0.0,0.002583938417956233,0.0,0.0,0.0,0.0,0.0,0.0
KLRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0025973424781113863,0.0,0.0,0.0,0.0025973424781113863,0.0,0.0,0.0,0.0,0.0
FASLG,0.0,0.0,0.0,0.0,0.0,0.0,0.0028010413516312838,0.0,0.002801041817292571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL10,0.002923877676948905,0.0,0.0,0.0,0.0,0.002923877676948905,0.0,0.0,0.0,0.0,0.002923877676948905,0.0,0.0,0.0,0.0,0.0
MMP1,0.0,0.0,0.0,0.0,0.0,0.0029938193038105965,0.0,0.0,0.0,0.0,0.0029938193038105965,0.0,0.0,0.0,0.0,0.0
TNFRSF11B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003011898836120963
PROX1,0.0,0.0,0.0,0.0,0.0,0.0032153192441910505,0.0,0.0,0.0,0.0,0.0032153192441910505,0.0,0.0,0.0,0.0,0.0
TP63,0.0,0.0,0.0,0.0,0.0,0.0032256199046969414,0.0,0.0,0.0,0.0,0.0032256199046969414,0.0,0.0,0.0032256199046969414,0.0,0.0
MMP9,0.0,0.00328935612924397,0.0,0.0,0.0,0.00328935612924397,0.0,0.0,0.0,0.0,0.00328935612924397,0.00328935612924397,0.0,0.00328935612924397,0.0,0.0
EGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003400940215215087,0.0,0.0,0.0,0.0,0.0
CCL3,0.0,0.0,0.0,0.0,0.0,0.0035970043390989304,0.0,0.0035970043390989304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGES,0.0,0.0,0.0036097937263548374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036097937263548374,0.0,0.0,0.0,0.0,0.0
CDKN2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003983697388321161,0.0,0.003983697388321161,0.0,0.0,0.0,0.0,0.0
BLK,0.00427345372736454,0.0,0.0,0.0,0.00427345372736454,0.0,0.00427345372736454,0.0,0.0,0.00427345372736454,0.0,0.0,0.0,0.0,0.0,0.0
CCL20,0.0,0.0,0.0051279328763484955,0.0,0.0,0.0051279328763484955,0.0,0.0,0.0051279328763484955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC13A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005434258375316858,0.0,0.0,0.0,0.0,0.0
TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006849013268947601,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007935825735330582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL7,0.0,0.0,0.0,0.0,0.0,0.008694503456354141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBP2,0.0,0.0,0.0,0.009007124230265617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752670466899872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL2,0.0,0.0,0.0,0.0,0.0,0.0,0.017856674268841743,0.0,0.017856674268841743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564098872244358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMP12,0.0,0.0,0.0,0.0,0.0,0.029410427436232567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL13,0.0,0.0,0.0,0.05882326513528824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC10A2,0.0,0.0,0.06666035950183868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRTAP10-2,0.0,0.0,0.07692280411720276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPRD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09088556468486786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPRD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09088556468486786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPRD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09088556468486786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QL2,0.0,0.0,0.09089682251214981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09089682251214981,0.0,0.0,0.0,0.0,0.0
C1QL2,0.0,0.0,0.09089682251214981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09089682251214981,0.0,0.0,0.0,0.0,0.0
ARID3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090834110975266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDH12,0.0,0.0,0.0,0.0,0.0,0.09090861678123474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDH12,0.0,0.0,0.0,0.0,0.0,0.09090861678123474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEX36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090861678123474,0.0,0.0,0.0,0.0
TCL1B,0.0,0.0,0.0,0.0,0.09090892970561981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCL1B,0.0,0.0,0.0,0.0,0.09090892970561981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NXPE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909361839294,0.0,0.0,0.0,0.0,0.0,0.0
NXPE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909361839294,0.0,0.0,0.0,0.0,0.0,0.0
NXPE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909361839294,0.0,0.0,0.0,0.0,0.0,0.0
LPO,0.09995818138122559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09998545795679092,0.0,0.0,0.0,0.0
LIX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09998545795679092,0.0,0.0,0.0,0.0
LIX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09998545795679092,0.0,0.0,0.0,0.0
OPRK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999855324625969,0.0,0.0,0.0,0.0,0.0
OPRK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999855324625969,0.0,0.0,0.0,0.0,0.0
OPRK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999855324625969,0.0,0.0,0.0,0.0,0.0
RIPPLY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999998077750206,0.0,0.0,0.0,0.0,0.0
RIPPLY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999998077750206,0.0,0.0,0.0,0.0,0.0
RIPPLY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999998077750206,0.0,0.0,0.0,0.0,0.0
OPRK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999855324625969,0.0,0.0,0.0,0.0,0.0
LIX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09998545795679092,0.0,0.0,0.0,0.0
LPO,0.09995818138122559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NXPE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909361839294,0.0,0.0,0.0,0.0,0.0,0.0
TCL1B,0.0,0.0,0.0,0.0,0.09090892970561981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEX36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090861678123474,0.0,0.0,0.0,0.0
CDH12,0.0,0.0,0.0,0.0,0.0,0.09090861678123474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARID3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090834110975266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QL2,0.0,0.0,0.09089682251214981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09089682251214981,0.0,0.0,0.0,0.0,0.0
